Insurance Policy,,,,,,,Managed by : Luke T. Lawson,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Policy Number,Start Date,Last Paid Date,Tenure (Years),Date of Purchase,Customer ID,Sum Assured INR/Coverage Amount,Premium Amount,Payment Frequency,Loan Eligible,Loan Amount Allowed,Underwriting expenses,Sales Agent Code,Purchase Month,Purchase Quarter,Purchase Year,Policy Anniversary Date,Claim ID,Policy Type Code,Policy Code,Policy Status,State,RM ID,Zonal Manager ID
INS-POL-975530,27-03-2016,27-Mar-19,25,27-Mar-16,CUST-758327,20898.82,154.99,Annually,Yes,10146.63,56.46,AGT-3150,March,Q1,2016,27-Mar-17,CLM-149033,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-875599,21-03-2021,21-Mar-23,25,21-Mar-21,CUST-721415,11150.20,1063.40,Quarterly,Yes,5020.98,89.91,AGT-3150,March,Q1,2021,21-Mar-22,CLM-352424,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-127113,03-02-2017,03-Feb-20,25,03-Feb-17,CUST-454686,15219.97,663.18,Monthly,Yes,4889.07,54.31,AGT-3150,February,Q1,2017,03-Feb-18,CLM-360223,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-830045,04-06-2019,04-Jun-21,25,04-Jun-19,CUST-355087,13083.50,1019.62,Monthly,Yes,7619.32,103.15,AGT-3150,June,Q2,2019,04-Jun-20,CLM-710244,PT-WHCD968,JSU-PLCD-9813,Surrendered,Michigan,RMN7A3X1,ZMN8K2L1
INS-POL-441240,10-05-2016,10-May-19,25,10-May-16,CUST-642699,13777.13,751.93,Monthly,Yes,5738.54,103.26,AGT-5945,May,Q2,2016,10-May-17,CLM-724622,PT-WHCD968,JSU-PLCD-9813,Surrendered,Illinois,RMC9F7L5,ZMN8K2L1
INS-POL-770218,24-10-2023,24-Oct-24,25,24-Oct-23,CUST-471201,19081.81,204.70,Annually,Yes,6326.23,49.22,AGT-5945,October,Q4,2023,24-Oct-24,CLM-860647,PT-WHCD968,JSU-PLCD-9813,Surrendered,Illinois,RMC9F7L5,ZMN8K2L1
INS-POL-373380,14-11-2023,14-Nov-24,25,14-Nov-23,CUST-161555,8868.28,523.68,Quarterly,Yes,4866.13,110.15,AGT-5945,November,Q4,2023,14-Nov-24,CLM-646107,PT-WHCD968,JSU-PLCD-9813,Surrendered,Illinois,RMC9F7L5,ZMN8K2L1
INS-POL-311351,09-01-2020,09-Jan-22,25,09-Jan-20,CUST-897755,20509.71,226.69,Monthly,Yes,10716.42,77.49,AGT-5945,January,Q1,2020,09-Jan-21,CLM-792887,PT-WHCD968,JSU-PLCD-9813,Surrendered,Illinois,RMC9F7L5,ZMN8K2L1
INS-POL-648289,10-07-2022,10-Jul-23,25,10-Jul-22,CUST-291947,17130.38,631.08,Annually,Yes,5360.66,77.50,AGT-5945,July,Q3,2022,10-Jul-23,CLM-755986,PT-WHCD968,JSU-PLCD-9813,Surrendered,Illinois,RMC9F7L5,ZMN8K2L1
INS-POL-635827,12-07-2018,12-Jul-21,25,12-Jul-18,CUST-557385,18029.70,905.08,Quarterly,Yes,9638.29,16.24,AGT-5945,July,Q3,2018,12-Jul-19,CLM-224738,PT-WHCD968,JSU-PLCD-9813,Surrendered,Illinois,RMC9F7L5,ZMN8K2L1
INS-POL-699250,08-04-2021,08-Apr-23,25,08-Apr-21,CUST-323500,16882.29,81.57,Quarterly,Yes,5886.58,81.17,AGT-5945,April,Q2,2021,08-Apr-22,CLM-176426,PT-WHCD968,JSU-PLCD-9813,Surrendered,Illinois,RMC9F7L5,ZMN8K2L1
INS-POL-786045,10-07-2021,10-Jul-23,25,10-Jul-21,CUST-194700,10864.02,783.55,Annually,Yes,4429.33,50.98,AGT-5945,July,Q3,2021,10-Jul-22,CLM-357558,PT-WHCD968,JSU-PLCD-9813,Surrendered,Illinois,RMC9F7L5,ZMN8K2L1
INS-POL-151854,22-11-2015,22-Nov-17,25,22-Nov-15,CUST-560226,3535.62,1075.10,Quarterly,Yes,1312.37,40.66,AGT-5945,November,Q4,2015,22-Nov-16,CLM-701186,PT-WHCD968,JSU-PLCD-9813,Surrendered,Illinois,RMC9F7L5,ZMN8K2L1
INS-POL-123395,04-12-2023,04-Dec-24,25,04-Dec-23,CUST-947316,1858.19,1175.17,Monthly,Yes,768.77,38.60,AGT-5945,December,Q4,2023,04-Dec-24,CLM-341745,PT-WHCD968,JSU-PLCD-9813,Surrendered,Illinois,RMC9F7L5,ZMN8K2L1
INS-POL-192272,12-11-2022,12-Nov-23,25,12-Nov-22,CUST-895896,21927.02,862.00,Quarterly,Yes,12413.13,14.17,AGT-5945,November,Q4,2022,12-Nov-23,CLM-875719,PT-WHCD968,JSU-PLCD-9813,Surrendered,Illinois,RMC9F7L5,ZMN8K2L1
INS-POL-730429,19-02-2016,19-Feb-19,25,19-Feb-16,CUST-622886,10033.82,809.05,Quarterly,Yes,3587.94,98.82,AGT-5945,February,Q1,2016,19-Feb-17,CLM-382489,PT-WHCD968,JSU-PLCD-9813,Surrendered,Illinois,RMC9F7L5,ZMN8K2L1
INS-POL-877662,22-05-2021,22-May-23,25,22-May-21,CUST-456339,11446.61,409.90,Quarterly,Yes,4325.65,80.75,AGT-5945,May,Q2,2021,22-May-22,CLM-971679,PT-WHCD968,JSU-PLCD-9813,Surrendered,Illinois,RMC9F7L5,ZMN8K2L1
INS-POL-386851,16-11-2020,16-Nov-22,25,16-Nov-20,CUST-206974,6903.13,697.45,Quarterly,Yes,3966.04,104.55,AGT-5945,November,Q4,2020,16-Nov-21,CLM-909711,PT-WHCD968,JSU-PLCD-9813,Surrendered,Illinois,RMC9F7L5,ZMN8K2L1
INS-POL-424042,23-10-2015,23-Oct-17,25,23-Oct-15,CUST-599922,21241.16,349.61,Monthly,Yes,8350.88,12.77,AGT-5945,October,Q4,2015,23-Oct-16,CLM-922672,PT-WHCD968,JSU-PLCD-9813,Surrendered,Illinois,RMC9F7L5,ZMN8K2L1
INS-POL-491544,14-01-2021,14-Jan-23,25,14-Jan-21,CUST-163922,15507.64,928.79,Annually,Yes,9108.78,53.24,AGT-5945,January,Q1,2021,14-Jan-22,CLM-950201,PT-WHCD968,JSU-PLCD-9813,Surrendered,Illinois,RMC9F7L5,ZMN8K2L1
INS-POL-465866,04-12-2022,04-Dec-23,25,04-Dec-22,CUST-276143,4156.43,511.26,Quarterly,Yes,2270.84,35.43,AGT-5945,December,Q4,2022,04-Dec-23,CLM-465780,PT-WHCD968,JSU-PLCD-9813,Surrendered,Illinois,RMC9F7L5,ZMN8K2L1
INS-POL-635341,29-12-2024,29-Dec-24,25,29-Dec-24,CUST-427353,1380.57,451.30,Quarterly,Yes,538.84,81.48,AGT-5945,December,Q4,2024,29-Dec-25,CLM-688254,PT-WHCD968,JSU-PLCD-9813,Surrendered,Illinois,RMC9F7L5,ZMN8K2L1
INS-POL-774638,08-03-2024,22-Apr-25,25,22-Apr-25,CUST-824657,8936.78,760.32,Quarterly,Yes,3588.44,98.81,AGT-5945,April,Q2,2025,22-Apr-26,CLM-620186,PT-WHCD968,JSU-PLCD-9813,Surrendered,Illinois,RMC9F7L5,ZMN8K2L1
INS-POL-791287,18-02-2022,18-Feb-23,25,18-Feb-22,CUST-924825,19693.19,697.63,Quarterly,Yes,8402.36,26.85,AGT-2345,February,Q1,2022,18-Feb-23,CLM-766133,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-373782,06-11-2015,06-Nov-17,25,06-Nov-15,CUST-415430,8480.45,188.72,Monthly,Yes,3498.25,41.20,AGT-2345,November,Q4,2015,06-Nov-16,CLM-729531,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-310085,08-03-2024,17-May-25,25,17-May-25,CUST-968617,7837.59,87.97,Annually,Yes,2831.71,7.68,AGT-2345,May,Q2,2025,17-May-26,CLM-591350,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-403347,06-09-2019,06-Sep-21,25,06-Sep-19,CUST-297800,20551.86,825.34,Annually,Yes,7523.14,20.60,AGT-2345,September,Q3,2019,06-Sep-20,CLM-427902,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-449290,29-01-2022,29-Jan-23,25,29-Jan-22,CUST-686171,2998.32,71.67,Quarterly,Yes,1561.88,101.26,AGT-2345,January,Q1,2022,29-Jan-23,CLM-343615,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-380502,20-08-2017,20-Aug-20,25,20-Aug-17,CUST-355612,21103.46,94.16,Annually,Yes,7530.82,93.37,AGT-2345,August,Q3,2017,20-Aug-18,CLM-902668,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-147590,07-12-2017,07-Dec-20,25,07-Dec-17,CUST-147063,14224.36,679.30,Monthly,Yes,7231.35,68.93,AGT-2345,December,Q4,2017,07-Dec-18,CLM-364734,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-702749,01-11-2019,01-Nov-21,25,01-Nov-19,CUST-201634,22910.71,1173.22,Monthly,Yes,6909.11,95.48,AGT-2345,November,Q4,2019,01-Nov-20,CLM-453857,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-948471,16-03-2020,16-Mar-22,25,16-Mar-20,CUST-166889,10153.94,790.48,Quarterly,Yes,5674.29,41.76,AGT-2345,March,Q1,2020,16-Mar-21,CLM-244788,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-232291,26-08-2016,26-Aug-19,25,26-Aug-16,CUST-967441,9948.33,891.41,Monthly,Yes,5179.63,87.09,AGT-2345,August,Q3,2016,26-Aug-17,CLM-190243,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-957479,22-07-2022,22-Jul-23,25,22-Jul-22,CUST-864141,9375.47,1080.31,Monthly,Yes,2971.15,111.51,AGT-2345,July,Q3,2022,22-Jul-23,CLM-331927,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-980339,08-12-2020,08-Dec-22,25,08-Dec-20,CUST-403372,12289.18,977.50,Annually,Yes,5396.02,13.37,AGT-2345,December,Q4,2020,08-Dec-21,CLM-553002,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-242723,28-05-2018,28-May-21,25,28-May-18,CUST-185280,12234.45,819.81,Annually,Yes,5885.46,78.87,AGT-2345,May,Q2,2018,28-May-19,CLM-972367,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-435652,16-11-2018,16-Nov-21,25,16-Nov-18,CUST-106339,7781.39,458.87,Monthly,Yes,3756.62,106.79,AGT-2345,November,Q4,2018,16-Nov-19,CLM-709890,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-482697,09-01-2016,09-Jan-19,25,09-Jan-16,CUST-947855,22072.58,939.55,Monthly,Yes,13068.54,91.92,AGT-2345,January,Q1,2016,09-Jan-17,CLM-690922,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-564322,29-12-2024,29-Dec-24,25,29-Dec-24,CUST-479287,14925.41,185.66,Annually,Yes,6880.05,10.26,AGT-2345,December,Q4,2024,29-Dec-25,CLM-596124,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-508879,27-06-2019,27-Jun-21,25,27-Jun-19,CUST-915899,22324.40,957.52,Annually,Yes,11050.71,37.41,AGT-2345,June,Q2,2019,27-Jun-20,CLM-101174,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-171901,24-12-2019,24-Dec-21,25,24-Dec-19,CUST-985343,19212.40,164.76,Quarterly,Yes,6929.76,51.84,AGT-2345,December,Q4,2019,24-Dec-20,CLM-131338,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-861294,19-05-2018,19-May-21,25,19-May-18,CUST-850356,8558.48,89.37,Monthly,Yes,3496.01,68.60,AGT-2345,May,Q2,2018,19-May-19,CLM-282747,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-932577,27-12-2015,27-Dec-17,25,27-Dec-15,CUST-630960,16840.89,1121.12,Quarterly,Yes,5661.27,98.28,AGT-2345,December,Q4,2015,27-Dec-16,CLM-797919,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-343478,20-11-2015,20-Nov-17,25,20-Nov-15,CUST-521483,9035.06,668.76,Quarterly,Yes,5213.85,100.24,AGT-2345,November,Q4,2015,20-Nov-16,CLM-809316,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-706325,12-06-2019,12-Jun-21,25,12-Jun-19,CUST-167205,9482.82,186.00,Monthly,Yes,3917.63,95.07,AGT-2345,June,Q2,2019,12-Jun-20,CLM-764017,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-598642,19-11-2015,19-Nov-17,25,19-Nov-15,CUST-432455,4155.72,636.35,Annually,Yes,1422.40,58.40,AGT-2345,November,Q4,2015,19-Nov-16,CLM-677368,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-439554,25-02-2018,25-Feb-21,25,25-Feb-18,CUST-214316,4181.79,153.77,Monthly,Yes,2268.57,70.81,AGT-2345,February,Q1,2018,25-Feb-19,CLM-726926,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-244671,16-07-2016,16-Jul-19,25,16-Jul-16,CUST-641848,6975.56,629.90,Quarterly,Yes,3559.49,73.21,AGT-2345,July,Q3,2016,16-Jul-17,CLM-386720,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-788247,17-03-2018,17-Mar-21,25,17-Mar-18,CUST-794668,20214.77,650.69,Quarterly,Yes,7840.79,27.38,AGT-2345,March,Q1,2018,17-Mar-19,CLM-424257,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-157325,13-12-2015,13-Dec-17,25,13-Dec-15,CUST-159830,3548.36,477.06,Quarterly,Yes,1337.14,47.96,AGT-2345,December,Q4,2015,13-Dec-16,CLM-796713,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-734829,08-01-2024,08-Jan-24,25,08-Jan-24,CUST-881014,16563.42,548.88,Monthly,Yes,6244.63,58.90,AGT-2345,January,Q1,2024,08-Jan-25,CLM-440847,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-488099,18-09-2017,18-Sep-20,25,18-Sep-17,CUST-416334,5403.98,783.62,Monthly,Yes,2208.93,105.81,AGT-2345,September,Q3,2017,18-Sep-18,CLM-478856,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-248710,04-06-2018,04-Jun-21,25,04-Jun-18,CUST-946196,12543.48,671.97,Annually,Yes,7477.81,12.33,AGT-2345,June,Q2,2018,04-Jun-19,CLM-615743,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-559334,26-03-2016,26-Mar-19,25,26-Mar-16,CUST-531377,14330.64,370.19,Monthly,Yes,7251.63,14.74,AGT-2345,March,Q1,2016,26-Mar-17,CLM-702276,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-499811,22-06-2020,22-Jun-22,25,22-Jun-20,CUST-811025,8168.95,266.80,Annually,Yes,3159.89,11.43,AGT-2345,June,Q2,2020,22-Jun-21,CLM-244788,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-898433,07-11-2018,07-Nov-21,25,07-Nov-18,CUST-180121,13637.04,869.74,Annually,Yes,5518.35,29.27,AGT-2345,November,Q4,2018,07-Nov-19,CLM-120736,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-839668,16-12-2016,16-Dec-19,25,16-Dec-16,CUST-560354,17420.85,504.42,Annually,Yes,5874.94,113.93,AGT-2345,December,Q4,2016,16-Dec-17,CLM-669802,PT-WHCD968,JSU-PLCD-9813,Surrendered,Ohio,RMC9F7L5,ZMN8K2L1
INS-POL-133769,15-08-2024,15-Aug-24,25,15-Aug-24,CUST-497968,4736.08,538.93,Monthly,Yes,2519.68,70.28,AGT-3567,August,Q3,2024,15-Aug-25,CLM-375922,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-228471,29-06-2017,29-Jun-20,25,29-Jun-17,CUST-388118,7272.44,220.17,Monthly,Yes,2205.37,93.29,AGT-3567,June,Q2,2017,29-Jun-18,CLM-376652,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-963208,10-08-2015,10-Aug-17,25,10-Aug-15,CUST-655754,3064.95,173.58,Quarterly,Yes,1679.76,8.54,AGT-3567,August,Q3,2015,10-Aug-16,CLM-787010,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-604560,07-02-2018,07-Feb-21,25,07-Feb-18,CUST-498237,19969.91,143.81,Quarterly,Yes,7014.47,77.81,AGT-3567,February,Q1,2018,07-Feb-19,CLM-523293,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-113752,30-03-2022,30-Mar-23,25,30-Mar-22,CUST-854954,18678.09,220.53,Quarterly,Yes,7979.31,28.78,AGT-3567,March,Q1,2022,30-Mar-23,CLM-107177,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-994335,15-10-2017,15-Oct-20,25,15-Oct-17,CUST-750907,12618.72,677.75,Annually,Yes,4836.91,24.40,AGT-3567,October,Q4,2017,15-Oct-18,CLM-630823,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-872983,31-05-2022,31-May-23,25,31-May-22,CUST-240880,11979.26,176.89,Quarterly,Yes,4260.62,80.90,AGT-3567,May,Q2,2022,31-May-23,CLM-553173,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-986906,01-12-2022,01-Dec-23,25,01-Dec-22,CUST-896637,2895.92,718.38,Monthly,Yes,1166.29,52.93,AGT-3567,December,Q4,2022,01-Dec-23,CLM-941580,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-624503,04-08-2023,04-Aug-24,25,04-Aug-23,CUST-975162,1329.64,551.26,Monthly,Yes,483.38,24.28,AGT-3567,August,Q3,2023,04-Aug-24,CLM-689472,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-385143,28-07-2017,28-Jul-20,25,28-Jul-17,CUST-813387,21069.46,426.87,Annually,Yes,7998.80,55.33,AGT-3567,July,Q3,2017,28-Jul-18,CLM-668463,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-707761,21-05-2019,21-May-21,25,21-May-19,CUST-324397,14516.50,476.39,Annually,Yes,8670.59,101.07,AGT-3567,May,Q2,2019,21-May-20,CLM-223549,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-257023,13-12-2015,13-Dec-17,25,13-Dec-15,CUST-443163,21405.48,60.83,Monthly,Yes,11227.95,104.74,AGT-3567,December,Q4,2015,13-Dec-16,CLM-666160,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-968284,20-11-2024,20-Nov-24,25,20-Nov-24,CUST-536766,17334.73,427.51,Annually,Yes,10316.74,98.04,AGT-3567,November,Q4,2024,20-Nov-25,CLM-707225,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-123306,13-01-2023,13-Jan-24,25,13-Jan-23,CUST-586616,4106.76,94.38,Monthly,Yes,1711.24,10.61,AGT-3567,January,Q1,2023,13-Jan-24,CLM-670634,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-600829,02-12-2024,02-Dec-24,25,02-Dec-24,CUST-145486,23515.25,188.58,Monthly,Yes,8571.87,104.45,AGT-3567,December,Q4,2024,02-Dec-25,CLM-268455,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-802407,01-08-2021,01-Aug-23,25,01-Aug-21,CUST-421857,18073.74,1159.70,Quarterly,Yes,6753.52,117.15,AGT-3567,August,Q3,2021,01-Aug-22,CLM-620771,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-994629,30-12-2021,30-Dec-23,25,30-Dec-21,CUST-925083,11246.28,410.56,Monthly,Yes,4500.56,98.05,AGT-3567,December,Q4,2021,30-Dec-22,CLM-977868,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-689636,22-10-2016,22-Oct-19,25,22-Oct-16,CUST-265984,11030.01,232.24,Annually,Yes,6438.22,53.16,AGT-3567,October,Q4,2016,22-Oct-17,CLM-784634,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-621186,26-02-2023,26-Feb-24,25,26-Feb-23,CUST-295364,5262.07,294.38,Monthly,Yes,1796.81,111.97,AGT-3567,February,Q1,2023,26-Feb-24,CLM-426376,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-574218,08-03-2024,25-Jun-25,25,25-Jun-25,CUST-935129,1393.78,1163.77,Quarterly,Yes,631.17,48.64,AGT-3567,June,Q2,2025,25-Jun-26,CLM-524272,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-884449,08-11-2024,08-Nov-24,25,08-Nov-24,CUST-266475,14261.67,818.31,Monthly,Yes,5873.05,86.12,AGT-3567,November,Q4,2024,08-Nov-25,CLM-347017,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-331315,02-03-2016,02-Mar-19,25,02-Mar-16,CUST-803313,20264.25,249.16,Monthly,Yes,11672.85,64.26,AGT-3567,March,Q1,2016,02-Mar-17,CLM-140290,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-751456,09-12-2015,09-Dec-17,25,09-Dec-15,CUST-209221,10820.73,709.75,Quarterly,Yes,5670.29,98.61,AGT-3567,December,Q4,2015,09-Dec-16,CLM-268890,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-930687,17-11-2024,17-Nov-24,25,17-Nov-24,CUST-798908,21472.65,519.71,Annually,Yes,7480.11,24.75,AGT-3567,November,Q4,2024,17-Nov-25,CLM-857293,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-280842,14-07-2021,14-Jul-23,25,14-Jul-21,CUST-409621,19920.04,111.56,Monthly,Yes,11533.24,37.84,AGT-3567,July,Q3,2021,14-Jul-22,CLM-425767,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-689632,11-07-2023,11-Jul-24,25,11-Jul-23,CUST-731779,21285.35,998.26,Quarterly,Yes,8546.45,8.20,AGT-3567,July,Q3,2023,11-Jul-24,CLM-324820,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-758082,15-11-2023,15-Nov-24,25,15-Nov-23,CUST-774239,5435.32,939.31,Monthly,Yes,2537.12,82.22,AGT-3567,November,Q4,2023,15-Nov-24,CLM-799448,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-828942,23-11-2024,23-Nov-24,25,23-Nov-24,CUST-119576,13964.69,617.93,Annually,Yes,4807.85,77.37,AGT-3567,November,Q4,2024,23-Nov-25,CLM-767524,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-848697,02-07-2016,02-Jul-19,25,02-Jul-16,CUST-357782,22558.16,945.66,Monthly,Yes,12559.37,56.47,AGT-3567,July,Q3,2016,02-Jul-17,CLM-537184,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-595980,15-02-2016,15-Feb-19,25,15-Feb-16,CUST-359336,14807.68,446.76,Monthly,Yes,8171.85,33.28,AGT-3567,February,Q1,2016,15-Feb-17,CLM-751125,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-928464,25-09-2021,25-Sep-23,25,25-Sep-21,CUST-507374,11672.15,730.88,Quarterly,Yes,4689.78,82.86,AGT-3567,September,Q3,2021,25-Sep-22,CLM-972913,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-196565,29-11-2024,29-Nov-24,25,29-Nov-24,CUST-127047,20662.25,193.77,Quarterly,Yes,8329.67,43.61,AGT-3567,November,Q4,2024,29-Nov-25,CLM-405017,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-244101,10-08-2022,10-Aug-23,25,10-Aug-22,CUST-372534,4461.31,649.51,Monthly,Yes,2013.97,24.44,AGT-3567,August,Q3,2022,10-Aug-23,CLM-589615,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
INS-POL-753220,30-11-2020,30-Nov-22,25,30-Nov-20,CUST-463226,16038.22,843.71,Monthly,Yes,5260.14,80.84,AGT-3567,November,Q4,2020,30-Nov-21,CLM-991810,PT-WHCD968,JSU-PLCD-9813,Surrendered,Wisconsin,RMN7A3X1,ZMN8K2L1
